Date,Ville,Température (°C),Précipitations (mm)
2024-12-26,Calgary,,49.2
2024-12-26,Ottawa,-5.5,
2024-12-26,Edmonton,,3.8
2024-12-26,Quebec City,2.6,
2024-12-26,Winnipeg,12.5,12.9
2024-12-26,Halifax,5.8,26.9
2024-12-26,Victoria,28.9,14.8
2024-12-27,Toronto,1.7,
2024-12-27,Vancouver,0.3,43.0
2024-12-27,Montreal,30.1,13.9
2024-12-27,Calgary,21.2,
2024-12-27,Ottawa,6.2,21.2
2024-12-27,Edmonton,,22.4
2024-12-27,Quebec City,27.2,66.0
2024-12-27,Winnipeg,-0.8,52.4
2024-12-27,Halifax,19.5,54.1
2024-12-27,Victoria,,74.9
2024-12-28,Toronto,8.4,71.2
2024-12-28,Vancouver,23.9,83.5
2024-12-28,Montreal,2.4,55.0
2024-12-28,Calgary,33.9,63.4
2024-12-28,Ottawa,-1.9,74.0
2024-12-28,Edmonton,-6.8,97.5
2024-12-28,Quebec City,29.2,33.4
2024-12-28,Winnipeg,34.7,33.9
2024-12-28,Halifax,11.1,
2024-12-28,Victoria,18.6,
2024-12-29,Toronto,,27.9
2024-12-29,Vancouver,25.7,13.7
2024-12-29,Montreal,,75.0
2024-12-29,Calgary,17.2,30.8
2024-12-29,Ottawa,,5.1
2024-12-29,Edmonton,15.1,78.8
2024-12-29,Quebec City,,30.7
2024-12-29,Winnipeg,34.8,35.6
2024-12-29,Halifax,4.6,
2024-12-29,Victoria,,9.7
2024-12-30,Toronto,-3.5,41.0
2024-12-30,Vancouver,,
2024-12-30,Montreal,,31.7
2024-12-30,Calgary,26.3,18.1
2024-12-30,Ottawa,-9.5,61.3
2024-12-30,Edmonton,25.8,37.7
2024-12-30,Quebec City,,75.1
2024-12-30,Winnipeg,1.9,
2024-12-30,Halifax,28.0,38.6
2024-12-30,Victoria,3.1,29.9
2024-12-31,Toronto,,
2024-12-31,Vancouver,-4.9,93.1
2024-12-31,Montreal,-7.4,
2024-12-31,Calgary,34.9,88.1
2024-12-31,Ottawa,9.2,78.1
2024-12-31,Edmonton,5.5,20.3
2024-12-31,Quebec City,,55.1
2024-12-31,Winnipeg,2.0,8.7
2024-12-31,Halifax,-5.9,
2024-12-31,Victoria,8.7,33.4
